Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Update me on Supply Chain Content,Get updates on DM Content,I agree to pay the amount through cheque,A free copy of Mastering The Interview
2,3,No,No,1,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1486,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,12,2.0,3,10,15,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,Yes,No,0,0,0.0,2,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1189,4.0,3,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1177,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,918,2.0,1,10,14,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,260,1.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1651,8.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,773,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1198,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1598,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,212,5.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,425,6.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,976,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,746,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,324,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,519,5.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1341,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1136,2.5,1,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,5,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,242,3.5,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1353,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,682,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1826,2.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,125,2.0,2,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1010,2.33,3,10,15,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,1174,3.0,0,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1678,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,296,1.0,2,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1510,3.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1255,8.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,153,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1502,2.0,3,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,308,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1237,7.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,347,4.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1310,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,253,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,115,6.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,421,2.5,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1388,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1398,3.5,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1007,2.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1399,6.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1383,3.0,3,10,15,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,325,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,803,2.5,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1321,2.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,1533,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,41,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,231,3.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1115,4.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,91,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1148,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,916,2.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1436,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,913,4.0,3,10,2,3,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,497,5.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,458,3.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1076,1.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,395,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,78,5.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1236,2.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1677,2.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,246,6.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,150,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,256,3.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,350,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,165,4.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,47,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,30,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,827,4.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,1,1668,6.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1795,2.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1117,2.4,1,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,262,6.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,Yes,No,0,1016,2.0,2,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,130,3.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1094,2.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,336,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,234,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,926,4.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,970,1.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1360,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,725,2.5,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,979,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,327,2.5,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,804,1.33,3,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1295,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,Yes,No,0,0,0.0,1,10,7,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,937,1.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1416,1.8,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,463,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,397,1.0,0,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,548,2.0,3,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,663,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,202,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1358,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,219,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1768,3.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,261,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,221,2.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1031,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,942,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,Yes,No,0,0,0.0,2,10,9,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1522,7.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,951,1.5,3,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1311,1.86,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,389,3.0,2,22,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,1291,3.0,0,30,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,Yes,No,1,1047,6.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1123,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,861,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,197,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1774,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1500,2.33,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,401,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,948,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1493,3.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,32,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,209,1.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,129,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1006,5.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,109,6.0,3,10,3,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,1219,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1984,2.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,370,3.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,305,4.0,1,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1651,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,358,7.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,373,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,84,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,507,4.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,Yes,No,1,1494,11.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,272,2.0,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,115,5.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,941,7.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,71,1.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1033,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1281,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,90,2.33,1,29,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,43,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1957,1.5,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1004,2.5,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1260,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1083,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,278,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,120,13.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1496,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,527,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,0,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,29,1.33,1,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1337,10.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,302,3.5,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,384,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1524,4.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1306,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,74,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,105,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1477,4.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,576,5.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,701,9.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1303,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,1,10,4,1,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,415,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1202,3.0,1,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1164,1.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1347,2.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,Yes,No,0,245,2.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,221,2.0,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,224,7.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,171,2.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1298,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,333,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,288,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1136,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1195,1.33,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1380,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,945,3.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,558,3.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,504,4.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,1,1350,3.0,3,31,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,18,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,204,2.0,3,13,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1200,2.8,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1288,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,Yes,No,0,242,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,899,3.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,131,2.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,446,1.5,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,119,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,61,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,244,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,547,2.0,1,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,113,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,384,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,53,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,279,3.5,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,440,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,995,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,38,2.5,3,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,461,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1324,2.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,981,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,225,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,247,2.4,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1321,1.5,3,29,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,178,1.5,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,Yes,No,0,0,0.0,2,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1147,7.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1563,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,16,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1152,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,12,1.67,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,1,922,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1089,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,262,8.0,1,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,10,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,343,1.0,0,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,273,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,152,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,122,2.0,2,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,371,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1325,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1494,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,952,3.0,3,31,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,209,4.0,2,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,1032,2.33,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,405,5.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1201,3.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,284,2.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,44,2.5,3,0,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,87,5.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
